节点编号,时间戳,空气温度(℃),空气湿度(%),土壤温度(℃),土壤水分(%),空气CO2浓度(ppm),光照强度(lux)
6010, 2014-03-08 21:31:26,2.56,88.31,6.81,26.30,0.00,0.00
6010, 2014-03-08 21:28:29,2.69,88.27,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:27:59,2.69,88.29,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:27:02,2.72,88.30,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:26:36,2.74,88.31,6.81,26.30,0.00,0.00
6010, 2014-03-08 21:25:40,2.77,88.26,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:24:53,2.79,88.32,6.75,26.40,0.00,0.00
6010, 2014-03-08 21:24:23,2.82,88.43,6.75,26.44,0.00,0.00
6010, 2014-03-08 21:23:53,2.84,88.63,6.81,26.40,0.00,0.00
6010, 2014-03-08 21:23:22,2.86,88.74,6.81,26.40,0.00,0.00
6010, 2014-03-08 21:22:44,2.90,88.90,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:22:13,2.90,88.95,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:20:27,2.90,88.95,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:19:56,2.89,88.90,6.75,26.35,0.00,0.00
6010, 2014-03-08 21:19:26,2.88,88.80,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:18:56,2.88,88.70,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:18:20,2.87,88.59,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:18:05,2.86,88.46,6.75,26.35,0.00,0.00
6010, 2014-03-08 21:17:34,2.85,88.33,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:16:20,2.86,88.16,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:16:14,2.86,88.16,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:15:50,2.86,88.16,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:15:44,2.86,88.16,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:14:08,2.90,88.24,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:13:38,2.92,88.25,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:13:21,2.94,88.33,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:12:39,2.97,88.36,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:11:57,3.00,88.19,6.81,26.30,0.00,0.00
6010, 2014-03-08 21:11:27,3.03,88.00,6.75,26.35,0.00,0.00
6010, 2014-03-08 21:09:59,3.11,87.33,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:09:29,3.13,86.67,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:08:29,3.21,86.03,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:08:16,3.24,86.11,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:07:46,3.28,86.20,6.81,26.40,0.00,0.00
6010, 2014-03-08 21:06:53,3.34,86.21,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:06:46,3.34,86.21,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:05:44,3.42,86.41,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:03:49,3.51,85.84,6.75,26.40,0.00,0.00
6010, 2014-03-08 21:03:26,3.54,85.64,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:02:43,3.60,85.61,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:01:59,3.70,85.78,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:00:54,3.83,86.43,6.81,26.35,0.00,0.00
6010, 2014-03-08 21:00:22,3.90,86.76,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:59:45,3.96,87.18,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:59:14,4.00,87.45,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:58:44,4.04,87.61,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:58:15,4.06,87.72,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:57:28,4.10,87.83,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:56:58,4.10,87.88,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:56:28,4.13,87.99,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:55:39,4.17,88.23,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:55:09,4.18,88.36,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:54:39,4.20,88.54,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:54:10,4.21,88.70,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:53:17,4.24,88.89,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:52:47,4.22,88.93,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:52:18,4.19,88.95,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:51:54,4.18,88.92,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:50:53,4.16,88.87,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:50:22,4.16,88.87,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:49:53,4.12,88.80,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:49:07,4.10,88.70,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:48:36,4.08,88.59,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:47:37,4.03,88.32,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:47:05,4.00,88.11,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:46:29,3.97,87.95,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:45:29,3.94,87.64,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:45:19,3.92,87.56,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:44:49,3.91,87.38,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:44:18,3.89,87.19,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:43:49,3.89,86.99,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:43:09,3.88,86.80,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:42:39,3.88,86.73,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:42:09,3.90,86.71,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:41:40,3.88,86.68,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:41:02,3.88,86.55,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:40:31,3.88,86.29,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:40:02,3.84,85.97,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:39:33,3.83,85.56,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:38:58,3.84,85.15,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:38:28,3.84,84.81,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:37:58,3.84,84.47,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:36:53,3.90,84.15,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:31:15,4.29,84.84,6.81,26.30,0.00,0.00
6010, 2014-03-08 20:29:39,4.44,85.81,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:29:11,4.48,85.97,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:27:51,4.55,85.94,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:27:22,4.56,85.79,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:22:19,4.64,85.44,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:21:56,4.64,85.29,6.81,26.30,0.00,0.00
6010, 2014-03-08 20:21:19,4.65,85.19,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:20:50,4.66,85.01,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:19:45,4.70,84.55,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:18:04,4.78,84.02,6.81,26.40,0.00,0.00
6010, 2014-03-08 20:17:34,4.81,83.77,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:17:05,4.86,83.62,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:15:08,5.03,83.66,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:14:37,5.06,83.64,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:11:19,5.28,82.09,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:10:49,5.31,81.20,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:10:18,5.34,80.31,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:09:38,5.44,80.22,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:08:44,5.54,80.67,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:08:38,5.54,80.67,6.81,26.35,0.00,0.00
6010, 2014-03-08 20:06:50,5.70,81.08,6.75,26.35,0.00,0.00
6010, 2014-03-08 20:05:40,5.72,81.19,6.75,26.40,0.00,0.00
6010, 2014-03-08 20:05:09,5.72,81.27,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:59:15,5.57,81.15,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:58:44,5.58,80.94,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:58:15,5.59,80.73,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:56:31,5.72,80.15,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:56:02,5.74,79.94,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:55:38,5.78,79.79,6.75,26.35,0.00,0.00
6010, 2014-03-08 19:54:49,5.84,79.51,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:54:19,5.88,79.33,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:50:38,6.14,78.99,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:50:08,6.14,79.01,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:49:39,6.17,79.07,6.75,26.35,0.00,0.00
6010, 2014-03-08 19:47:55,6.21,79.30,6.75,26.35,0.00,0.00
6010, 2014-03-08 19:47:26,6.24,79.38,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:46:50,6.26,79.39,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:46:20,6.26,79.23,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:45:51,6.26,79.17,6.75,26.35,0.00,0.00
6010, 2014-03-08 19:44:21,6.27,78.75,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:43:51,6.30,78.56,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:43:21,6.32,78.43,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:42:23,6.38,78.23,6.69,26.30,0.00,0.00
6010, 2014-03-08 19:41:53,6.40,77.97,6.75,26.35,0.00,0.00
6010, 2014-03-08 19:41:26,6.45,77.60,6.75,26.35,0.00,0.00
6010, 2014-03-08 19:40:54,6.52,77.29,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:40:30,6.56,77.08,6.69,26.44,0.00,0.00
6010, 2014-03-08 19:39:59,6.64,77.02,6.69,26.49,0.00,0.00
6010, 2014-03-08 19:39:29,6.68,76.78,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:39:01,6.75,76.58,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:38:05,6.84,76.27,6.75,26.40,0.00,0.00
6010, 2014-03-08 19:37:42,6.88,76.09,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:37:08,6.94,75.86,-0.06,26.35,0.00,0.00
6010, 2014-03-08 19:35:51,7.06,75.36,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:34:01,7.18,74.89,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:32:31,7.28,74.45,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:31:57,7.30,74.29,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:31:28,7.34,74.24,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:30:27,7.37,74.03,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:25:14,7.52,73.34,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:24:14,7.54,73.45,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:23:19,7.56,73.26,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:22:50,7.56,73.24,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:21:24,7.68,73.07,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:20:49,7.68,72.96,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:18:57,7.69,72.85,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:18:39,7.68,72.79,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:17:57,7.69,72.71,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:17:09,7.72,72.55,6.69,26.44,0.00,0.00
6010, 2014-03-08 19:16:40,7.72,72.41,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:16:09,7.76,72.36,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:14:26,7.84,72.24,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:13:56,7.88,72.08,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:12:34,7.95,71.90,6.63,26.49,0.00,0.00
6010, 2014-03-08 19:12:04,7.98,71.79,6.63,26.49,0.00,0.00
6010, 2014-03-08 19:11:34,8.01,71.66,6.56,26.44,0.00,0.00
6010, 2014-03-08 19:10:20,8.06,71.45,7.25,26.40,0.00,0.00
6010, 2014-03-08 19:09:49,8.06,71.45,6.69,26.35,0.00,0.00
6010, 2014-03-08 19:09:19,8.08,71.51,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:08:51,8.10,71.37,6.69,26.40,0.00,0.00
6010, 2014-03-08 19:06:04,8.16,71.27,6.56,26.40,0.00,0.00
6010, 2014-03-08 19:05:34,8.18,71.16,6.56,26.44,0.00,0.00
6010, 2014-03-08 19:05:04,8.19,71.03,6.63,26.35,0.00,0.00
6010, 2014-03-08 19:03:25,8.25,70.81,6.63,26.44,0.00,0.00
6010, 2014-03-08 19:02:55,8.28,70.88,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:02:25,8.27,70.93,6.56,26.40,0.00,0.00
6010, 2014-03-08 19:01:44,8.30,70.82,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:01:14,8.32,70.72,6.63,26.40,0.00,0.00
6010, 2014-03-08 19:00:44,8.33,70.55,6.63,26.40,0.00,0.00
6010, 2014-03-08 18:59:18,8.42,70.15,6.63,26.40,0.00,0.00
6010, 2014-03-08 18:58:42,8.45,70.01,6.56,26.35,0.00,0.00
6010, 2014-03-08 18:58:36,8.45,70.01,6.56,26.35,0.00,0.00
6010, 2014-03-08 18:56:53,8.58,69.73,6.63,26.40,0.00,0.00
6010, 2014-03-08 18:56:23,8.63,69.71,6.63,26.40,0.00,0.00
6010, 2014-03-08 18:55:22,8.71,69.67,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:54:35,8.76,68.46,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:54:05,8.78,68.27,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:53:35,8.78,68.38,6.56,26.35,0.00,0.00
6010, 2014-03-08 18:53:05,8.80,68.13,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:52:30,8.84,67.99,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:52:02,8.85,67.94,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:51:33,8.86,67.94,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:50:22,8.91,67.86,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:50:16,8.91,67.86,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:50:10,8.91,67.86,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:49:42,8.94,67.76,6.56,26.44,0.00,0.00
6010, 2014-03-08 18:48:20,9.02,67.23,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:47:19,9.08,66.96,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:46:50,9.10,66.79,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:45:29,9.15,66.68,6.56,26.44,0.00,0.00
6010, 2014-03-08 18:44:54,9.18,66.69,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:43:22,9.22,66.61,6.50,26.40,0.00,0.00
6010, 2014-03-08 18:42:52,9.26,66.59,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:42:23,9.28,66.59,6.50,26.40,0.00,0.00
6010, 2014-03-08 18:41:21,9.32,66.40,6.50,26.40,0.00,0.00
6010, 2014-03-08 18:40:51,9.36,66.32,6.50,26.40,0.00,0.00
6010, 2014-03-08 18:39:51,9.42,66.02,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:39:27,9.44,65.88,6.56,26.40,0.00,0.00
6010, 2014-03-08 18:38:57,9.47,65.68,6.56,26.44,0.00,0.00
6010, 2014-03-08 18:38:27,9.51,65.57,6.50,26.40,0.00,0.00
6010, 2014-03-08 18:37:57,9.54,65.35,6.56,26.35,0.00,0.00
6010, 2014-03-08 18:37:13,9.58,65.01,6.50,26.44,0.00,0.00
6010, 2014-03-08 18:32:55,9.76,64.70,6.50,26.40,0.00,0.00
6010, 2014-03-08 18:31:14,9.86,64.74,6.50,26.35,0.00,0.00
6010, 2014-03-08 18:27:29,10.20,64.40,6.50,26.35,0.00,0.00
6010, 2014-03-08 18:27:06,10.26,64.29,6.50,26.35,0.00,0.00
6010, 2014-03-08 18:27:00,10.26,64.29,6.50,26.35,0.00,0.00
6010, 2014-03-08 18:20:17,10.88,61.11,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:19:47,10.94,61.12,6.44,26.44,0.00,0.00
6010, 2014-03-08 18:19:19,10.97,60.95,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:18:48,11.01,60.89,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:17:51,11.11,60.97,6.44,26.54,0.00,0.00
6010, 2014-03-08 18:17:20,11.18,60.92,6.44,26.49,0.00,0.00
6010, 2014-03-08 18:16:21,11.25,60.40,6.44,26.49,0.00,0.00
6010, 2014-03-08 18:15:52,11.29,60.12,6.44,26.44,0.00,0.00
6010, 2014-03-08 18:15:22,11.33,60.03,6.44,26.44,0.00,0.00
6010, 2014-03-08 18:14:52,11.39,60.01,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:14:23,11.41,59.78,6.38,26.35,0.00,0.00
6010, 2014-03-08 18:13:30,11.49,59.68,6.38,26.44,0.00,0.00
6010, 2014-03-08 18:13:00,11.54,59.48,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:12:30,11.57,59.72,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:11:16,11.65,59.35,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:10:46,11.69,59.41,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:10:16,11.72,59.56,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:09:46,11.78,59.87,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:09:24,11.82,59.64,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:08:54,11.84,59.23,6.44,26.40,0.00,0.00
6010, 2014-03-08 18:08:24,11.86,59.17,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:07:54,11.90,58.79,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:07:02,11.96,58.59,6.38,26.44,0.00,0.00
6010, 2014-03-08 18:05:09,12.10,58.08,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:04:25,12.15,59.10,6.38,26.44,0.00,0.00
6010, 2014-03-08 18:02:21,12.33,58.65,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:01:45,12.36,58.33,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:01:15,12.41,58.52,6.31,26.40,0.00,0.00
6010, 2014-03-08 18:00:40,12.45,58.76,6.38,26.40,0.00,0.00
6010, 2014-03-08 18:00:10,12.48,57.78,6.38,26.44,0.00,0.00
6010, 2014-03-08 17:59:41,12.51,56.05,6.38,26.40,0.00,0.00
6010, 2014-03-08 17:58:31,12.58,56.15,6.31,26.44,0.00,0.00
6010, 2014-03-08 17:58:01,12.64,57.21,6.38,26.49,0.00,0.00
6010, 2014-03-08 17:57:31,12.68,57.63,6.31,26.44,0.00,0.00
6010, 2014-03-08 17:57:01,12.70,56.41,6.31,26.49,0.00,0.00
6010, 2014-03-08 17:56:28,12.74,54.52,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:55:58,12.74,54.09,6.38,26.35,0.00,0.00
6010, 2014-03-08 17:55:27,12.77,54.43,6.31,26.35,0.00,0.00
6010, 2014-03-08 17:54:59,12.80,55.01,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:54:03,12.84,55.77,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:53:32,12.87,55.71,6.31,26.44,0.00,0.00
6010, 2014-03-08 17:53:02,12.89,56.35,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:52:31,12.88,55.90,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:51:35,12.94,56.30,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:51:05,12.98,56.57,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:50:36,13.00,56.21,6.31,26.35,0.00,0.00
6010, 2014-03-08 17:49:31,13.06,55.08,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:49:01,13.11,55.21,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:48:31,13.14,55.00,6.31,26.35,0.00,0.00
6010, 2014-03-08 17:48:01,13.16,54.97,6.31,26.40,0.00,0.00
6010, 2014-03-08 17:39:35,13.38,51.05,6.25,26.40,0.00,0.00
6010, 2014-03-08 17:39:04,13.40,51.29,6.25,26.44,0.00,0.00
6010, 2014-03-08 17:38:36,13.42,51.76,6.25,26.40,0.00,0.00
6010, 2014-03-08 17:38:06,13.42,50.93,6.25,26.40,0.00,0.00
6010, 2014-03-08 17:36:57,13.47,50.17,6.25,26.35,0.00,0.00
6010, 2014-03-08 17:36:28,13.50,50.91,6.25,26.35,0.00,0.00
6010, 2014-03-08 17:35:58,13.51,49.90,6.25,26.35,0.00,0.00
6010, 2014-03-08 17:35:28,13.52,49.53,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:34:48,13.58,50.18,6.25,26.40,0.00,0.00
6010, 2014-03-08 17:34:18,13.61,49.82,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:33:48,13.64,49.30,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:33:18,13.67,49.67,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:32:41,13.72,48.91,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:32:11,13.74,49.74,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:31:41,13.77,50.09,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:31:11,13.79,49.01,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:30:01,13.86,48.00,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:29:37,13.91,46.85,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:29:01,13.95,47.23,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:28:07,14.04,49.10,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:27:37,14.07,49.23,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:27:20,14.09,46.88,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:27:14,14.09,46.88,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:27:08,14.09,46.88,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:26:38,14.12,46.75,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:25:37,14.17,48.01,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:25:07,14.20,49.13,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:24:37,14.24,49.62,6.19,26.35,0.00,0.00
6010, 2014-03-08 17:23:39,14.27,48.92,6.13,26.44,0.00,0.00
6010, 2014-03-08 17:23:09,14.30,49.73,6.13,26.40,0.00,0.00
6010, 2014-03-08 17:22:40,14.32,48.83,6.19,26.40,0.00,0.00
6010, 2014-03-08 17:21:45,14.36,49.73,6.13,26.40,0.00,0.00
6010, 2014-03-08 17:21:15,14.38,48.31,6.13,26.44,0.00,0.00
6010, 2014-03-08 17:20:45,14.38,47.50,6.13,26.35,0.00,0.00
6010, 2014-03-08 17:20:16,14.39,49.52,6.13,26.40,0.00,0.00
6010, 2014-03-08 17:19:55,14.42,48.19,6.13,26.40,0.00,0.00
6010, 2014-03-08 17:19:01,14.42,48.10,6.13,26.44,0.00,0.00
6010, 2014-03-08 17:18:31,14.42,46.70,6.13,26.40,0.00,0.00
6010, 2014-03-08 17:18:03,14.42,46.39,6.13,26.40,0.00,0.00
6010, 2014-03-08 17:09:42,14.83,47.94,6.06,26.40,0.00,0.00
6010, 2014-03-08 17:09:13,14.86,47.41,6.06,26.40,0.00,0.00
6010, 2014-03-08 17:08:42,14.86,45.72,6.06,26.35,0.00,0.00
6010, 2014-03-08 17:08:13,14.88,45.03,6.06,26.40,0.00,0.00
6010, 2014-03-08 17:07:36,14.94,44.54,6.06,26.40,0.00,0.00
6010, 2014-03-08 17:07:07,14.95,45.11,6.06,26.35,0.00,0.00
6010, 2014-03-08 17:06:37,14.98,46.77,6.00,26.35,0.00,0.00
6010, 2014-03-08 17:06:07,14.99,46.86,6.06,26.35,0.00,0.00
6010, 2014-03-08 17:05:15,15.01,45.30,6.00,26.40,0.00,0.00
6010, 2014-03-08 17:04:46,15.00,45.24,6.06,26.40,0.00,0.00
6010, 2014-03-08 17:04:16,15.01,46.46,6.06,26.35,0.00,0.00
6010, 2014-03-08 17:03:23,14.98,44.29,6.00,26.40,0.00,0.00
6010, 2014-03-08 17:02:53,14.95,45.33,6.00,26.35,0.00,0.00
6010, 2014-03-08 17:02:23,14.92,45.16,6.00,26.35,0.00,0.00
6010, 2014-03-08 17:01:53,14.90,45.85,6.00,26.40,0.00,0.00
6010, 2014-03-08 17:01:06,14.90,48.63,6.00,26.40,0.00,0.00
6010, 2014-03-08 17:00:36,14.90,47.01,6.00,26.40,0.00,0.00
6010, 2014-03-08 17:00:06,14.94,47.61,6.00,26.40,0.00,0.00
6010, 2014-03-08 16:59:35,14.96,45.70,6.00,26.40,0.00,0.00
6010, 2014-03-08 16:59:00,15.00,45.21,6.00,26.40,0.00,0.00
6010, 2014-03-08 16:58:30,15.03,45.40,6.00,26.40,0.00,0.00
6010, 2014-03-08 16:58:00,15.03,46.46,6.00,26.40,0.00,0.00
6010, 2014-03-08 16:57:30,15.04,45.31,6.00,26.40,0.00,0.00
6010, 2014-03-08 16:54:37,15.10,44.05,5.94,26.44,0.00,0.00
6010, 2014-03-08 16:54:08,15.14,43.96,6.00,26.44,0.00,0.00
6010, 2014-03-08 16:53:38,15.16,44.34,5.94,26.44,0.00,0.00
6010, 2014-03-08 16:53:09,15.19,44.51,6.00,26.44,0.00,0.00
6010, 2014-03-08 16:47:05,15.89,43.48,5.94,26.40,0.00,0.00
6010, 2014-03-08 16:41:36,15.69,44.00,5.88,26.40,0.00,0.00
6010, 2014-03-08 16:41:06,15.66,46.45,5.88,26.40,0.00,0.00
6010, 2014-03-08 16:39:40,15.64,46.57,5.88,26.40,0.00,0.00
6010, 2014-03-08 16:39:10,15.66,46.89,5.88,26.40,0.00,0.00
6010, 2014-03-08 16:38:40,15.66,45.04,5.88,26.40,0.00,0.00
6010, 2014-03-08 16:38:10,15.68,44.56,5.88,26.40,0.00,0.00
6010, 2014-03-08 16:36:06,15.80,45.15,5.88,26.40,0.00,0.00
6010, 2014-03-08 16:35:37,15.82,44.68,5.88,26.35,0.00,0.00
6010, 2014-03-08 16:34:28,15.86,46.47,5.81,26.49,0.00,0.00
6010, 2014-03-08 16:34:02,15.84,43.89,5.88,26.49,0.00,0.00
6010, 2014-03-08 16:33:28,15.83,43.60,5.81,26.49,0.00,0.00
